vehicle_id,occupant_id,seat_location_id,seat_position,occupant_role,seat_track_position,posture,seat_type,seat_performance,belt_availability,belt_use,belt_failure,belt_anchorage,total_surprisal_bits,total_backoff_level,seat_position_surprisal_bits,occupant_role_surprisal_bits,seat_track_position_surprisal_bits,seat_type_surprisal_bits,posture_surprisal_bits,belt_use_surprisal_bits,belt_anchorage_surprisal_bits,belt_failure_surprisal_bits,belt_availability_surprisal_bits,seat_performance_surprisal_bits,anomaly_score_bits,anomaly_percentile,anomaly_tier,dominant_contributor,dominant_contribution_bits,dominant_contribution_percent,occupant_state_vector
897010890.0,897010891.0,897001904.0,FRONT LEFT SIDE,DRIVER,SEAT BETWEEN MIDDLE AND REAR,NORMAL POSTURE,BUCKET,COMBINATION,LAP AND SHOULDER BELT,LAP AND SHOULDER,BROKEN BUCKLE/LATCH,FULL DOWN,20.089164097661317,0,0.672794206367598,-0.0,1.8171717804178111,0.2962999526953211,0.21373406051926952,0.34407966234536597,1.532180363642271,10.122180901259753,-0.0,5.090723170413926,20.089164097661317,99.67277486910994,EXTREME,belt_failure,10.122180901259753,50.386272181619184,FRONT LEFT SIDE|DRIVER|SEAT BETWEEN MIDDLE AND REAR|NORMAL POSTURE|BUCKET|COMBINATION|LAP AND SHOULDER BELT|LAP AND SHOULDER|BROKEN BUCKLE/LATCH|FULL DOWN
897010897.0,897010898.0,897003073.0,FRONT LEFT SIDE,DRIVER,SEAT AT MIDDLE TRACK POSITION,OTHER ABNORMAL POSTURE,BUCKET WITH FOLD BACK,DEFORMED BY OTHER OCCUPANT,LAP AND SHOULDER BELT,NONE USED/AVAILABLE,NOT USED/AVAILABLE,NO UPPER ANCHOR,19.85643372246524,0,0.672794206367598,-0.0,2.1835354329609653,3.3635471840891014,5.357552004618084,2.357552004618084,0.5639008851933265,-0.0,-0.0,5.357552004618084,19.85643372246524,99.64005235602095,EXTREME,posture,5.357552004618084,26.98144127742656,FRONT LEFT SIDE|DRIVER|SEAT AT MIDDLE TRACK POSITION|OTHER ABNORMAL POSTURE|BUCKET WITH FOLD BACK|DEFORMED BY OTHER OCCUPANT|LAP AND SHOULDER BELT|NONE USED/AVAILABLE|NOT USED/AVAILABLE|NO UPPER ANCHOR
349212241.0,349212244.0,349212473.0,FRONT LEFT SIDE,DRIVER,SEAT AT REAR MOST POSITION,NORMAL POSTURE,BOX MOUNTED,NO FAILURE,LAP AND SHOULDER BELT,LAP AND SHOULDER,TORN WEBBING,MID POSITION,19.840247503769568,0,0.672794206367598,-0.0,2.0250513720553673,5.294620748891627,0.5849625007211563,0.4150374992788438,1.921997487998727,7.662749282622455,-0.0,1.2630344058337937,19.840247503769568,99.60732984293193,EXTREME,belt_failure,7.662749282622455,38.62224642694888,FRONT LEFT SIDE|DRIVER|SEAT AT REAR MOST POSITION|NORMAL POSTURE|BOX MOUNTED|NO FAILURE|LAP AND SHOULDER BELT|LAP AND SHOULDER|TORN WEBBING|MID POSITION
349190040.0,349190042.0,349190150.0,FRONT LEFT SIDE,DRIVER,SEAT AT REAR MOST POSITION,NORMAL POSTURE,BUCKET WITH FOLD BACK,DEFORMED BY CARGO,LAP AND SHOULDER BELT,NONE USED/AVAILABLE,NOT USED/AVAILABLE,POSITION UNKNOWN,19.71878467728129,0,0.672794206367598,-0.0,2.0250513720553673,2.972692654004265,0.23446525363702297,1.8194277543581792,6.087462841250339,-0.0,-0.0,5.906890595608519,19.71878467728129,99.57460732984293,EXTREME,belt_anchorage,6.087462841250339,30.871389595647447,FRONT LEFT SIDE|DRIVER|SEAT AT REAR MOST POSITION|NORMAL POSTURE|BUCKET WITH FOLD BACK|DEFORMED BY CARGO|LAP AND SHOULDER BELT|NONE USED/AVAILABLE|NOT USED/AVAILABLE|POSITION UNKNOWN
341206121.0,341206123.0,341210933.0,FRONT LEFT SIDE,DRIVER,SEAT AT MIDDLE TRACK POSITION,NORMAL POSTURE,BUCKET,TRACK/ANCHOR FAILURE,LAP AND SHOULDER BELT,LAP AND SHOULDER,TORN WEBBING,FULL UP,19.61853700284065,0,0.672794206367598,-0.0,2.1835354329609653,0.31595772557084123,0.20546911829997946,0.3336791005797198,1.4241731740239048,7.662749282622455,-0.0,6.820178962415188,19.61853700284065,99.54188481675392,EXTREME,belt_failure,7.662749282622455,39.0587192180178,FRONT LEFT SIDE|DRIVER|SEAT AT MIDDLE TRACK POSITION|NORMAL POSTURE|BUCKET|TRACK/ANCHOR FAILURE|LAP AND SHOULDER BELT|LAP AND SHOULDER|TORN WEBBING|FULL UP
328084345.0,328084347.0,347084609.0,FRONT LEFT SIDE,DRIVER,SEAT AT MIDDLE TRACK POSITION,NORMAL POSTURE,BUCKET,NO FAILURE,LAP AND SHOULDER BELT,NOT COLLECTED/UNKNOWN,NO FAILURE,MID POSITION,19.5826128061912,0,0.672794206367598,-0.0,2.1835354329609653,0.31595772557084123,0.20546911829997946,6.820178962415188,3.321928094887362,5.392317422778761,-0.0,0.6704318429105057,19.5826128061912,99.50916230366492,EXTREME,belt_use,6.820178962415188,34.82772717774889,FRONT LEFT SIDE|DRIVER|SEAT AT MIDDLE TRACK POSITION|NORMAL POSTURE|BUCKET|NO FAILURE|LAP AND SHOULDER BELT|NOT COLLECTED/UNKNOWN|NO FAILURE|MID POSITION
359565546.0,359565547.0,362591112.0,FRONT LEFT SIDE,DRIVER,SEAT AT REAR MOST POSITION,OTHER ABNORMAL POSTURE,BUCKET WITH FOLD BACK,DEFORMED BY OCCUPANT,LAP AND SHOULDER BELT,LAP AND SHOULDER,NO FAILURE,MID POSITION,19.43473135082337,0,0.672794206367598,-0.0,2.0250513720553673,2.972692654004265,5.906890595608519,0.4806258409064206,4.452858964713811,0.016927121558869277,-0.0,2.9068905956085187,19.43473135082337,99.47643979057592,EXTREME,posture,5.906890595608519,30.39347696132814,FRONT LEFT SIDE|DRIVER|SEAT AT REAR MOST POSITION|OTHER ABNORMAL POSTURE|BUCKET WITH FOLD BACK|DEFORMED BY OCCUPANT|LAP AND SHOULDER BELT|LAP AND SHOULDER|NO FAILURE|MID POSITION
360244815.0,360244817.0,362245133.0,FRONT RIGHT SIDE,PASSENGER,NOT COLLECTED/UNKNOWN,NOT COLLECTED/UNKNOWN,BUCKET,COMBINATION,LAP AND SHOULDER BELT,LAP AND SHOULDER,NO FAILURE,POSITION UNKNOWN,19.419445514652715,0,2.2509993409134457,-0.0,5.625989768981211,0.7004397181410921,3.0,0.4150374992788438,4.410052065779252,0.016927121558869277,-0.0,3.0,19.419445514652715,99.44371727748691,EXTREME,seat_track_position,5.625989768981211,28.970908385289302,FRONT RIGHT SIDE|PASSENGER|NOT COLLECTED/UNKNOWN|NOT COLLECTED/UNKNOWN|BUCKET|COMBINATION|LAP AND SHOULDER BELT|LAP AND SHOULDER|NO FAILURE|POSITION UNKNOWN
651000330.0,651000331.0,651000480.0,FRONT LEFT SIDE,DRIVER,SEAT AT REAR MOST POSITION,NOT COLLECTED/UNKNOWN,BENCH,DEFORMED BY INTRUSION,LAP AND SHOULDER BELT,LAP AND SHOULDER,NO FAILURE,FULL DOWN,19.375715663119276,0,0.672794206367598,-0.0,2.0250513720553673,7.879583249612783,1.0,1.0,5.78135971352466,0.016927121558869277,-0.0,1.0,19.375715663119276,99.41099476439791,EXTREME,seat_type,7.879583249612783,40.66731462524083,FRONT LEFT SIDE|DRIVER|SEAT AT REAR MOST POSITION|NOT COLLECTED/UNKNOWN|BENCH|DEFORMED BY INTRUSION|LAP AND SHOULDER BELT|LAP AND SHOULDER|NO FAILURE|FULL DOWN
556148125.0,556148127.0,556149617.0,FRONT LEFT SIDE,DRIVER,SEAT AT REAR MOST POSITION,OTHER ABNORMAL POSTURE,BOX MOUNTED,DEFORMED BY OCCUPANT,LAP AND SHOULDER BELT,LAP AND SHOULDER,NO FAILURE,NO UPPER ANCHOR,19.179318450315773,0,0.672794206367598,-0.0,2.0250513720553673,5.294620748891627,3.584962500721156,0.4150374992788438,5.169925001442312,0.016927121558869277,-0.0,2.0,19.179318450315773,99.3782722513089,EXTREME,seat_type,5.294620748891627,27.605885801455344,FRONT LEFT SIDE|DRIVER|SEAT AT REAR MOST POSITION|OTHER ABNORMAL POSTURE|BOX MOUNTED|DEFORMED BY OCCUPANT|LAP AND SHOULDER BELT|LAP AND SHOULDER|NO FAILURE|NO UPPER ANCHOR
